"Park","EntityID","FacilityID","CustomerState","StartDate"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2015-07-15"
"Dinosaur Green and Yampa River Permits","380","250014","CA","2015-07-01"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-08-14"
"Dinosaur Green and Yampa River Permits","371","250014","CO","2015-05-22"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-08-25"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-05-24"
"SALMON RIVER (4 Rivers)","376","234622","UT","2015-07-01"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-08-23"
"Dinosaur Green and Yampa River Permits","371","250014","CO","2015-05-21"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-08-24"
"Dinosaur Green and Yampa River Permits","371","250014","ID","2015-05-25"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2015-07-10"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2015-09-03"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-05-27"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-07-21"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-06-16"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CO","2015-09-07"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-09-03"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-07-15"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CA","2015-07-15"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WV","2015-07-03"
"SELWAY RIVER (4 Rivers)","378","234624","ID","2015-07-22"
"Dinosaur Green and Yampa River Permits","380","250014","MN","2015-05-26"
"Dinosaur Green and Yampa River Permits","371","250014","CO","2015-06-21"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-05-31"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-07-01"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WY","2015-08-10"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2015-06-22"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-06-02"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","MD","2015-07-10"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-09-07"
"SALMON RIVER (4 Rivers)","376","234622","WY","2015-07-31"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-08-01"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2015-07-11"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2015-07-11"
"SALMON RIVER (4 Rivers)","376","234622","WY","2015-07-24"
"SELWAY RIVER (4 Rivers)","378","234624","ID","2015-07-22"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2015-06-09"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-08-04"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WY","2015-07-28"
"SALMON RIVER (4 Rivers)","376","234622","CO","2015-08-05"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2015-09-16"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2015-05-30"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CO","2015-07-18"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2015-06-10"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2015-06-12"
"SALMON RIVER (4 Rivers)","376","234622","CO","2015-07-25"
"Dinosaur Green and Yampa River Permits","371","250014","VA","2015-07-03"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2015-10-02"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2015-07-05"
"SELWAY RIVER (4 Rivers)","378","234624","ID","2015-06-13"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2015-05-15"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-07-02"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CA","2015-07-21"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","GA","2015-05-29"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-07-11"
"SALMON RIVER (4 Rivers)","376","234622","WA","2015-08-19"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-07-19"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2015-07-13"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-08-01"
"SALMON RIVER (4 Rivers)","376","234622","WA","2015-08-10"
"Dinosaur Green and Yampa River Permits","371","250014","CO","2015-06-01"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2015-06-14"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2015-08-09"
"SALMON RIVER (4 Rivers)","376","234622","UT","2015-05-29"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-05-18"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2015-06-24"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2014-10-30"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-08-05"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-06-17"
"SELWAY RIVER (4 Rivers)","378","234624","WA","2015-07-21"
"SALMON RIVER (4 Rivers)","376","234622","TX","2015-06-23"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2015-08-24"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-07-24"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2015-08-25"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2015-08-27"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2015-08-05"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2015-06-28"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-09-03"
"SALMON RIVER (4 Rivers)","376","234622","MT","2015-08-21"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-08-19"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2015-06-16"
"Dinosaur Green and Yampa River Permits","380","250014","MT","2015-08-23"
"SALMON RIVER (4 Rivers)","376","234622","MT","2015-08-20"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2015-08-31"
"SALMON RIVER (4 Rivers)","376","234622","UT","2015-07-31"
"Dinosaur Green and Yampa River Permits","371","250014","ID","2015-06-16"
"SALMON RIVER (4 Rivers)","376","234622","OR","2015-07-12"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2015-07-18"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2015-07-07"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-06-17"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2015-05-24"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2015-08-24"
"Dinosaur Green and Yampa River Permits","371","250014","CO","2015-07-06"
"SALMON RIVER (4 Rivers)","376","234622","CA","2015-08-31"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2015-06-09"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2015-08-25"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2015-07-03"
"Dinosaur Green and Yampa River Permits","380","250014","WY","2015-07-20"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-08-08"
"Dinosaur Green and Yampa River Permits","371","250014","CA","2015-06-28"
"SELWAY RIVER (4 Rivers)","378","234624","OR","2015-07-04"
"SALMON RIVER (4 Rivers)","376","234622","UT","2015-08-21"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","MT","2015-06-27"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2015-08-13"
"SELWAY RIVER (4 Rivers)","378","234624","CO","2015-06-08"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2015-08-10"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2015-09-01"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2015-06-13"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2015-06-15"
"SALMON RIVER (4 Rivers)","376","234622","CO","2015-09-05"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-07-14"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CO","2015-07-20"
"SALMON RIVER (4 Rivers)","376","234622","WA","2015-06-19"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2015-08-02"
"SALMON RIVER (4 Rivers)","376","234622","CO","2015-09-05"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-05-16"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-06-06"
"SELWAY RIVER (4 Rivers)","378","234624","UT","2015-05-22"
"SALMON RIVER (4 Rivers)","376","234622","OR","2015-06-27"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-06-13"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-06-11"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2015-07-04"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-08-11"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2015-09-03"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-06-04"
"SALMON RIVER (4 Rivers)","376","234622","WY","2015-09-03"
"SALMON RIVER (4 Rivers)","376","234622","CA","2015-07-03"
"SALMON RIVER (4 Rivers)","376","234622","CA","2015-06-23"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2015-07-15"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2015-06-19"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CO","2015-07-24"
"SALMON RIVER (4 Rivers)","376","234622","CO","2015-09-02"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-06-17"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2015-09-02"
"SALMON RIVER (4 Rivers)","376","234622","CO","2015-09-08"
"SALMON RIVER (4 Rivers)","376","234622","UT","2015-07-28"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2015-05-11"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2015-08-16"
"Dinosaur Green and Yampa River Permits","380","250014","NM","2015-07-21"
"Dinosaur Green and Yampa River Permits","371","250014","CA","2015-07-09"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-09-10"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2015-06-24"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","MT","2015-08-11"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CO","2015-07-24"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2015-07-28"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","UT","2015-08-31"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-07-11"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CA","2015-05-24"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-09-06"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2015-09-01"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2015-07-17"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-07-04"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CA","2015-06-07"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2015-08-09"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2015-06-22"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2015-07-24"
"SALMON RIVER (4 Rivers)","376","234622","CO","2015-09-08"
"Dinosaur Green and Yampa River Permits","371","250014","NE","2015-06-02"
"SALMON RIVER (4 Rivers)","376","234622","AZ","2015-08-04"
"SALMON RIVER (4 Rivers)","376","234622","CA","2015-08-26"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2015-06-09"
"SALMON RIVER (4 Rivers)","376","234622","MN","2015-08-12"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-07-26"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2015-06-17"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","UT","2015-09-08"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2015-06-02"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-06-29"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-06-11"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2015-07-13"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2015-07-28"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-06-03"
"SALMON RIVER (4 Rivers)","376","234622","WA","2015-06-16"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-05-01"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-06-19"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-06-11"
"SALMON RIVER (4 Rivers)","376","234622","CA","2015-06-14"
"SALMON RIVER (4 Rivers)","376","234622","WA","2015-06-25"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-07-29"
"SALMON RIVER (4 Rivers)","376","234622","WY","2015-08-20"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-06-08"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2015-06-15"
"Dinosaur Green and Yampa River Permits","371","250014","CO","2015-05-26"
"Dinosaur Green and Yampa River Permits","380","250014","ID","2015-06-21"
"Dinosaur Green and Yampa River Permits","371","250014","CO","2015-05-28"
"SALMON RIVER (4 Rivers)","376","234622","WA","2015-06-15"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2015-07-11"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2015-07-24"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","NV","2015-08-31"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-08-20"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2015-06-04"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-05-22"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2015-05-21"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-07-20"
"SALMON RIVER (4 Rivers)","376","234622","CO","2015-06-25"
"SALMON RIVER (4 Rivers)","376","234622","OR","2015-07-07"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2015-07-07"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-09-30"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2015-08-13"
"SALMON RIVER (4 Rivers)","376","234622","WA","2015-06-13"
"SALMON RIVER (4 Rivers)","376","234622","CO","2015-07-16"
"SALMON RIVER (4 Rivers)","376","234622","WY","2015-05-23"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-05-20"
"SALMON RIVER (4 Rivers)","376","234622","UT","2015-07-23"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-08-09"
"SALMON RIVER (4 Rivers)","376","234622","CO","2015-06-19"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2015-08-26"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","MT","2015-05-31"
"Dinosaur Green and Yampa River Permits","380","250014","UT","2015-08-27"
"SALMON RIVER (4 Rivers)","376","234622","CA","2015-06-22"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-06-09"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2015-07-19"
"SALMON RIVER (4 Rivers)","376","234622","UT","2015-08-16"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-08-21"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-07-20"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2015-08-29"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2015-07-22"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2015-07-21"
"Dinosaur Green and Yampa River Permits","380","250014","UT","2015-07-25"
"Dinosaur Green and Yampa River Permits","380","250014","ID","2015-09-09"
"SALMON RIVER (4 Rivers)","376","234622","NM","2015-09-03"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","NM","2015-09-02"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-08-03"
"SALMON RIVER (4 Rivers)","376","234622","CO","2015-06-16"
"SELWAY RIVER (4 Rivers)","378","234624","CO","2015-07-15"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2015-05-30"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","VA","2015-08-08"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-06-23"
"SALMON RIVER (4 Rivers)","376","234622","UT","2015-07-31"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-07-17"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-07-05"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-05-21"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2015-05-27"
"SALMON RIVER (4 Rivers)","376","234622","WY","2015-09-29"
"SALMON RIVER (4 Rivers)","376","234622","OR","2015-07-29"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2015-09-29"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2015-06-17"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-07-14"
"Dinosaur Green and Yampa River Permits","371","250014","CO","2015-05-25"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-07-06"
"SELWAY RIVER (4 Rivers)","378","234624","ID","2015-05-16"
"Dinosaur Green and Yampa River Permits","371","250014","CO","2015-06-03"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-08-06"
"SALMON RIVER (4 Rivers)","376","234622","NV","2015-07-16"
"SALMON RIVER (4 Rivers)","376","234622","MT","2015-08-18"
"SALMON RIVER (4 Rivers)","376","234622","CO","2015-09-02"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-08-15"
"Dinosaur Green and Yampa River Permits","380","250014","OR","2015-06-26"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2015-08-24"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2015-08-07"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2015-08-25"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-07-20"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CA","2015-07-05"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2015-06-27"
"SALMON RIVER (4 Rivers)","376","234622","CA","2015-07-29"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-05-27"
"SALMON RIVER (4 Rivers)","376","234622","AL","2015-08-20"
"Dinosaur Green and Yampa River Permits","371","250014","MD","2015-06-12"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-08-11"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","UT","2015-06-01"
"SALMON RIVER (4 Rivers)","376","234622","WA","2015-08-18"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","UT","2015-07-29"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2015-07-22"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WY","2015-07-21"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","UT","2015-08-27"
"SELWAY RIVER (4 Rivers)","378","234624","ID","2015-07-07"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-07-09"
"SALMON RIVER (4 Rivers)","376","234622","CO","2015-06-30"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-06-23"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-04-26"
"Dinosaur Green and Yampa River Permits","380","250014","MT","2015-08-06"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2015-06-10"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-07-20"
"SALMON RIVER (4 Rivers)","376","234622","CO","2015-08-06"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","NC","2015-07-03"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2015-07-27"
"SELWAY RIVER (4 Rivers)","378","234624","ID","2015-06-01"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CO","2015-07-18"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-07-19"
"Dinosaur Green and Yampa River Permits","371","250014","CO","2015-05-16"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2015-05-28"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2015-08-03"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CO","2015-07-22"
"SELWAY RIVER (4 Rivers)","378","234624","ID","2015-05-17"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2015-08-15"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-08-11"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2015-07-10"
"Dinosaur Green and Yampa River Permits","380","250014","WA","2015-08-25"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-07-09"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2015-06-30"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2015-05-31"
"SALMON RIVER (4 Rivers)","376","234622","NM","2015-08-25"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2015-07-06"
"SALMON RIVER (4 Rivers)","376","234622","MT","2015-08-07"
"SALMON RIVER (4 Rivers)","376","234622","CO","2015-08-03"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2015-06-10"
"SALMON RIVER (4 Rivers)","376","234622","OR","2015-06-14"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-06-04"
"SALMON RIVER (4 Rivers)","376","234622","MT","2015-07-24"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2015-06-25"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2015-08-19"
"SELWAY RIVER (4 Rivers)","378","234624","ID","2015-06-21"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WY","2015-08-22"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2015-07-08"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-07-11"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-06-16"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-08-16"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","NV","2015-05-01"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-06-22"
"Dinosaur Green and Yampa River Permits","380","250014","AZ","2015-08-06"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-08-17"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2015-08-23"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CO","2015-08-23"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2015-07-13"
"Dinosaur Green and Yampa River Permits","371","250014","CO","2015-05-22"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-05-11"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-05-23"
"SALMON RIVER (4 Rivers)","376","234622","CO","2015-06-07"
"SALMON RIVER (4 Rivers)","376","234622","CO","2015-06-19"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2015-08-11"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-09-13"
"Dinosaur Green and Yampa River Permits","371","250014","ID","2015-06-04"
"SALMON RIVER (4 Rivers)","376","234622","UT","2015-07-10"
"SALMON RIVER (4 Rivers)","376","234622","WA","2015-07-20"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-08-11"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-06-17"
"SALMON RIVER (4 Rivers)","376","234622","PA","2015-07-05"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2015-06-07"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WI","2015-06-17"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-08-07"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-08-16"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2015-07-23"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-07-16"
"SELWAY RIVER (4 Rivers)","378","234624","WA","2015-07-28"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-07-15"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2015-06-23"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2015-06-15"
"SALMON RIVER (4 Rivers)","376","234622","WA","2015-07-20"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2015-08-12"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2014-11-09"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-06-08"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2015-08-25"
"SALMON RIVER (4 Rivers)","376","234622","ID","2015-08-17"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2015-07-15"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-03-27"
"SALMON RIVER (4 Rivers)","376","234622","CA","2015-07-08"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2015-06-01"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2015-06-02"
"SALMON RIVER (4 Rivers)","376","234622","CA","2015-07-23"
"SALMON RIVER (4 Rivers)","376","234622","UT","2015-06-15"
